Fall2021-2022(202210),12898,RCOD,341,1,RuralDevel:Th.eor:Deb.&Chall.,3,3,AG,8,2,1500,1730,AGRIC,210,.,.,.,.,F,.,.,.,.,.,.,.,.,.,.,.,.,.,Giuliano,Martiniello,,
Fall2021-2022(202210),13178,RCOD,342,1,Qualit.Resea.Meth.inRuralDe,4,4,AG,4,6,1500,1730,.,.,M,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Elias,Ghadban,,
Fall2021-2022(202210),12899,RCOD,344,1,Practicum,4,4,AG,0,6,1515,1630,REYNOL,103,.,.,.,R,.,.,.,1515,1630,REYNOL,103,.,.,.,R,.,.,.,Shady,Hamadeh,,
Fall2021-2022(202210),12900,RCOD,395,1,ComprehensiveExam,0,0,AG,4,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,
Fall2021-2022(202210),13380,RCOD,395,2,ComprehensiveExam,0,0,AG,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Salma,Talhouk,,
Fall2021-2022(202210),12901,RCOD,399,1,M.S.Thesis,6,7.21,AG,2,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Rami,Zurayk,,
Fall2021-2022(202210),13318,RCOD,399A,1,M.S.Thesis,6,0,AG,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,RabiH.,Mohtar,,
Fall2021-2022(202210),12902,RCOD,399B,1,M.S.Thesis,6,0,AG,1,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Ali,Chalak,,
Fall2021-2022(202210),13100,RCOD,399B,2,M.S.Thesis,6,0,AG,1,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Shady,Hamadeh,,
Fall2021-2022(202210),12903,RCOD,399C,1,M.S.Thesis,9,0,AG,0,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,Hadi,Jaafar,,
